SUCCESS: 'Tai nghe có dây SOUNDCORE SoundBuds Verve - A3801', 'https://shopee.vn/api/v2/item/get?itemid=1714546334&shopid=16461019', 23500000000, 23500000000, 35000000000, 35000000000, 178, 'VND'
SUCCESS: 'Cáp sạc ANKER PowerLine+ II Lightning dài 1.8m không kém túi đựng - A8453H', 'https://shopee.vn/api/v2/item/get?itemid=1739799867&shopid=16461019', 48000000000, 48000000000, NULL, NULL, 10, 'VND'
SUCCESS: 'Cáp sạc ANKER PowerLine Micro USB Dài 1.8m - A8133', 'https://shopee.vn/api/v2/item/get?itemid=214475141&shopid=16461019', 15000000000, 15000000000, NULL, NULL, 2248, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore 13000mAh - A1215', 'https://shopee.vn/api/v2/item/get?itemid=187950557&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 200, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore Redux 10000mAh - A1234', 'https://shopee.vn/api/v2/item/get?itemid=2121811750&shopid=16461019', 75000000000, 75000000000, NULL, NULL, 780, 'VND'
SUCCESS: 'Cáp sạc ANKER PowerLine+ Lightning Dài 0.9m [không kèm túi da] - A8121H', 'https://shopee.vn/api/v2/item/get?itemid=1766010076&shopid=16461019', 37000000000, 37000000000, NULL, NULL, 82, 'VND'
SUCCESS: 'Cáp âm thanh ANKER dài 2.4m - A8220', 'https://shopee.vn/api/v2/item/get?itemid=398613930&shopid=16461019', 9400000000, 9400000000, 18000000000, 18000000000, 5, 'VND'
SUCCESS: 'Ốp Lưng ANKER Karapax Touch iPhone X - A9004', 'https://shopee.vn/api/v2/item/get?itemid=1719621592&shopid=16461019', 10000000000, 10000000000, 20000000000, 20000000000, 320, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore 10000mAh - A1263', 'https://shopee.vn/api/v2/item/get?itemid=214476359&shopid=16461019', 79000000000, 79000000000, NULL, NULL, 137, 'VND'
SUCCESS: 'Cáp sạc ANKER Select Lightning to USB-C dài 1.8m - A8613', 'https://shopee.vn/api/v2/item/get?itemid=2614812112&shopid=16461019', 50000000000, 50000000000, NULL, NULL, 32, 'VND'
SUCCESS: 'Sạc ANKER PowerPort II PD 49.5w (1 PD và 1 PIQ 2.0) - A2321', 'https://shopee.vn/api/v2/item/get?itemid=1714126530&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 92, 'VND'
SUCCESS: 'Loa bluetooth ANKER SoundCore Mini Stereo - A3101', 'https://shopee.vn/api/v2/item/get?itemid=214572857&shopid=16461019', 85000000000, 85000000000, NULL, NULL, 98, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore II 20000mAh - A1260', 'https://shopee.vn/api/v2/item/get?itemid=1713959359&shopid=16461019', 150000000000, 150000000000, NULL, NULL, 474, 'VND'
SUCCESS: 'Loa bluetooth ANKER SoundCore Stereo - A3102', 'https://shopee.vn/api/v2/item/get?itemid=214571888&shopid=16461019', 120000000000, 120000000000, NULL, NULL, 312, 'VND'
SUCCESS: 'Túi đựng pin ANKER Official Hard Case cho pin 15.600-20.000 mAh- A7311', 'https://shopee.vn/api/v2/item/get?itemid=1820240583&shopid=16461019', 20000000000, 20000000000, NULL, NULL, 161, 'VND'
SUCCESS: 'Cáp sạc thế hệ 3 ANKER PowerLine III Lightning dài 1.8m cho iPhone iPad - A8813', 'https://shopee.vn/api/v2/item/get?itemid=3433066310&shopid=16461019', 42000000000, 42000000000, NULL, NULL, 65, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore 20100mAh - A1271', 'https://shopee.vn/api/v2/item/get?itemid=214476285&shopid=16461019', 139000000000, 139000000000, NULL, NULL, 297, 'VND'
SUCCESS: 'Loa bluetooth SoundCore Flare+ / Flare Plus (by ANKER) - A3162', 'https://shopee.vn/api/v2/item/get?itemid=1820213966&shopid=16461019', 173600000000, 173600000000, 280000000000, 280000000000, 44, 'VND'
SUCCESS: 'Tai nghe bluetooth SoundCore SoundBuds Slim (by ANKER) - A3410', 'https://shopee.vn/api/v2/item/get?itemid=2616482611&shopid=16461019', 53600000000, 53600000000, 80000000000, 80000000000, 7, 'VND'
SUCCESS: 'Đèn pin siêu sáng ANKER Bolder LC40 - T1423', 'https://shopee.vn/api/v2/item/get?itemid=6509241312&shopid=16461019', 65000000000, 65000000000, NULL, NULL, 44, 'VND'
SUCCESS: 'Tai nghe bluetooth SoundCore SoundBuds Curve (by ANKER) - A3411', 'https://shopee.vn/api/v2/item/get?itemid=2619300203&shopid=16461019', 68200000000, 68200000000, 110000000000, 110000000000, 134, 'VND'
SUCCESS: 'Loa bluetooth SoundCore Ace A0 2W (by ANKER) - A3150', 'https://shopee.vn/api/v2/item/get?itemid=2615220625&shopid=16461019', 45000000000, 45000000000, NULL, NULL, 64, 'VND'
SUCCESS: 'Cáp sạc ANKER Powerline+ USB-C ra USB-A 3.0 dài 1.8m - A8169', 'https://shopee.vn/api/v2/item/get?itemid=398961373&shopid=16461019', 40000000000, 40000000000, NULL, NULL, 23, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Shield cho iPhone 7 Plus/ 8 PLus - A9006', 'https://shopee.vn/api/v2/item/get?itemid=1717029330&shopid=16461019', 10000000000, 10000000000, 20000000000, 20000000000, 13, 'VND'
SUCCESS: 'Bộ Pin sạc dự phòng kiêm kích bình ô tô ROAV Jump Starter Pro', 'https://shopee.vn/api/v2/item/get?itemid=1985003739&shopid=16461019', 148800000000, 148800000000, 240000000000, 240000000000, 18, 'VND'
SUCCESS: 'Tai nghe bluetooth SOUNDCORE Liberty Air 2 (by Anker) - A3910', 'https://shopee.vn/api/v2/item/get?itemid=5916667479&shopid=16461019', 300000000000, 300000000000, NULL, NULL, 1963, 'VND'
SUCCESS: 'Loa bluetooth SoundCore Motion Q 16W (by ANKER) - A3108', 'https://shopee.vn/api/v2/item/get?itemid=1820188774&shopid=16461019', 100500000000, 100500000000, 150000000000, 150000000000, 180, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore 15600 mAh - A1252', 'https://shopee.vn/api/v2/item/get?itemid=318641268&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 24, 'VND'
SUCCESS: 'Tai nghe bluetooth SoundCore Sport Air (by ANKER) - A3405', 'https://shopee.vn/api/v2/item/get?itemid=2616311751&shopid=16461019', 53600000000, 53600000000, 80000000000, 80000000000, 264, 'VND'
SUCCESS: 'Bộ pin sạc dự phòng ANKER PowerCore+26800mAh PD 45W kèm Sạc PowerPort Atom III 60W - B1376', 'https://shopee.vn/api/v2/item/get?itemid=4017576119&shopid=16461019', 320000000000, 320000000000, NULL, NULL, 62, 'VND'
SUCCESS: 'Cáp sạc ANKER PowerLine+ USB-C ra USB 3.0 dài 0.9m - A8168', 'https://shopee.vn/api/v2/item/get?itemid=214622642&shopid=16461019', 35000000000, 35000000000, NULL, NULL, 13, 'VND'
SUCCESS: 'Sạc ANKER PowerPort III mini 1 cổng PIQ 3.0 30W - A2615', 'https://shopee.vn/api/v2/item/get?itemid=7209123287&shopid=16461019', 65000000000, 65000000000, NULL, NULL, 52, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Shield+ cho iPhone 7 Plus / 8 Plus - A9021', 'https://shopee.vn/api/v2/item/get?itemid=1717191776&shopid=16461019', 15000000000, 15000000000, 30000000000, 30000000000, 573, 'VND'
SUCCESS: 'Sạc Anker PowerPort III Duo 36W 2 cổng PIQ 3.0 - A2628', 'https://shopee.vn/api/v2/item/get?itemid=4809156306&shopid=16461019', 75000000000, 120000000000, NULL, NULL, 455, 'VND'
SUCCESS: 'Ốp lưng ANKER Karapax Silk cho iPhone 7 Plus / 8 Plus - A9027', 'https://shopee.vn/api/v2/item/get?itemid=1717467508&shopid=16461019', 20000000000, 20000000000, 40000000000, 40000000000, 17, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore 5000mAh - A1109', 'https://shopee.vn/api/v2/item/get?itemid=571702206&shopid=16461019', 50000000000, 50000000000, NULL, NULL, 27, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Touch iPhone 7 Plus/8 Plus - A9003', 'https://shopee.vn/api/v2/item/get?itemid=1716985425&shopid=16461019', 10000000000, 10000000000, 20000000000, 20000000000, 81, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore Select 20000mAh - A1363', 'https://shopee.vn/api/v2/item/get?itemid=4408026246&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 284, 'VND'
SUCCESS: 'Ốp lưng ANKER Karapax Silk cho iPhone X - A9028', 'https://shopee.vn/api/v2/item/get?itemid=1717524917&shopid=16461019', 20000000000, 20000000000, 40000000000, 40000000000, 92, 'VND'
SUCCESS: '[Qùa tặng] Ốp lưng ANKER Karapax Shield + cho iPhone 7 / 8 - A9020', 'https://shopee.vn/api/v2/item/get?itemid=7756497041&shopid=16461019', 30000000000, 30000000000, NULL, NULL, 313, 'VND'
SUCCESS: 'Cáp sạc ANKER PowerLine + USB-C ra USB-C 2.0 0.9m - A8187', 'https://shopee.vn/api/v2/item/get?itemid=214623540&shopid=16461019', 35000000000, 35000000000, NULL, NULL, 8, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Shield cho iPhone 7/ 8 - A9005', 'https://shopee.vn/api/v2/item/get?itemid=1717009644&shopid=16461019', 10000000000, 10000000000, 20000000000, 20000000000, 7, 'VND'
SUCCESS: '[Vải Fabric] Pin sạc dự phòng ANKER PowerCore III Sense 10K 10000mAh - A1231', 'https://shopee.vn/api/v2/item/get?itemid=4444010097&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 94, 'VND'
SUCCESS: 'Loa bluetooth SOUNDCORE Motion+ [Motion Plus] 30W (By Anker) - A3116', 'https://shopee.vn/api/v2/item/get?itemid=4209173535&shopid=16461019', 330000000000, 330000000000, NULL, NULL, 190, 'VND'
SUCCESS: 'Máy hút bụi mini cầm tay Eufy HomeVac H11 - T2521', 'https://shopee.vn/api/v2/item/get?itemid=3833210619&shopid=16461019', 130000000000, 130000000000, NULL, NULL, 17, 'VND'
SUCCESS: 'Loa bluetooth SoundCore Mini 2 6W (by ANKER) - A3107', 'https://shopee.vn/api/v2/item/get?itemid=2134412553&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 138, 'VND'
SUCCESS: 'Tai nghe bluetooth ANKER SoundBuds Lite ( Rise ) - A3271', 'https://shopee.vn/api/v2/item/get?itemid=1719500201&shopid=16461019', 67000000000, 67000000000, 100000000000, 100000000000, 67, 'VND'
SUCCESS: 'Cáp sạc ANKER PowerLine Select+ Lightning dài 1.8m - A8013', 'https://shopee.vn/api/v2/item/get?itemid=2194205956&shopid=16461019', 40000000000, 40000000000, NULL, NULL, 167, 'VND'
SUCCESS: 'Ốp Lưng ANKER Karapax Breeze cho iPhone 7 Plus/ 8 Plus - A9015', 'https://shopee.vn/api/v2/item/get?itemid=1717125194&shopid=16461019', 15000000000, 15000000000, 30000000000, 30000000000, 81, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Touch cho iPhone 7 / 8 - A9002', 'https://shopee.vn/api/v2/item/get?itemid=1716961647&shopid=16461019', 10000000000, 10000000000, 20000000000, 20000000000, 45, 'VND'
SUCCESS: 'Cân điện tử Eufy Smart Scale C1 T9146', 'https://shopee.vn/api/v2/item/get?itemid=3507522863&shopid=16461019', 80000000000, 80000000000, NULL, NULL, 960, 'VND'
SUCCESS: 'Sạc ANKER PowerPort Atom III 1 cổng PIQ 3.0 60W - A2613', 'https://shopee.vn/api/v2/item/get?itemid=6009153826&shopid=16461019', 90000000000, 90000000000, NULL, NULL, 176, 'VND'
SUCCESS: 'Tai nghe bluetooth chụp tai SOUNDCORE Vortex (by Anker) công nghệ aptX - A3031', 'https://shopee.vn/api/v2/item/get?itemid=2262750463&shopid=16461019', 120600000000, 120600000000, 180000000000, 180000000000, 10, 'VND'
SUCCESS: 'Túi đựng pin ANKER Official Hard Case cho pin 10.000mAh - A7310', 'https://shopee.vn/api/v2/item/get?itemid=1820236823&shopid=16461019', 18000000000, 18000000000, NULL, NULL, 114, 'VND'
SUCCESS: 'Loa bluetooth SoundCore Ace A1 5W (by ANKER) - A3151', 'https://shopee.vn/api/v2/item/get?itemid=2615444848&shopid=16461019', 68000000000, 68000000000, NULL, NULL, 87, 'VND'
FAIL INSERT: 'Bộ chuyển đổi USB-C ANKER 3 in 1 xuất HDMI 4K, USB 3.0 và hỗ trợ dòng USB-C 60W - A8335', 'https://shopee.vn/api/v2/item/get?itemid=2122609127&shopid=16461019', 73700000000, 73700000000, 110000000000, 110000000000, 52, 'VND'
SUCCESS: 'Ốp lưng ANKER Karapax Shield + cho iPhone 7 / 8 - A9020', 'https://shopee.vn/api/v2/item/get?itemid=1717175362&shopid=16461019', 15000000000, 15000000000, 30000000000, 30000000000, 473, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore Speed 20000mAh QC 3.0 - A1278', 'https://shopee.vn/api/v2/item/get?itemid=571770914&shopid=16461019', 155000000000, 155000000000, NULL, NULL, 114, 'VND'
SUCCESS: 'Bộ 3 đèn EUFY Lumi Dual-bright, 0.2W - T1305', 'https://shopee.vn/api/v2/item/get?itemid=3233251004&shopid=16461019', 48000000000, 48000000000, NULL, NULL, 69, 'VND'
SUCCESS: 'Ốp lưng ANKER ToughShell Air cho iPhone 7/8 - A7055', 'https://shopee.vn/api/v2/item/get?itemid=2262571882&shopid=16461019', 10000000000, 10000000000, 20000000000, 20000000000, 1, 'VND'
SUCCESS: 'Tai nghe bluetooth ANKER SoundBuds Flow - A3234', 'https://shopee.vn/api/v2/item/get?itemid=2122525675&shopid=16461019', 57000000000, 57000000000, 85000000000, 85000000000, 158, 'VND'
SUCCESS: 'Sạc ANKER PowerPort Atom PD 4 100W 2 cổng PD và 2 cổng PIQ - A2041', 'https://shopee.vn/api/v2/item/get?itemid=7016654084&shopid=16461019', 260000000000, 260000000000, NULL, NULL, 77, 'VND'
SUCCESS: 'Sạc ANKER 4 cổng PowerPort Atom III Slim 65w PIQ 3.0&GaN - A2045', 'https://shopee.vn/api/v2/item/get?itemid=6755279795&shopid=16461019', 110000000000, 110000000000, NULL, NULL, 94, 'VND'
SUCCESS: 'Loa bluetooth cao cấp ANKER Stereo Premium - A3143', 'https://shopee.vn/api/v2/item/get?itemid=273542979&shopid=16461019', 114000000000, 114000000000, 200000000000, 200000000000, 95, 'VND'
SUCCESS: 'Ốp Lưng ANKER Karapax Shield+ cho iPhone X - A9022', 'https://shopee.vn/api/v2/item/get?itemid=1717247340&shopid=16461019', 15000000000, 15000000000, 30000000000, 30000000000, 472, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore Metro Essential 20000 - A1268', 'https://shopee.vn/api/v2/item/get?itemid=6316593966&shopid=16461019', 120000000000, 120000000000, NULL, NULL, 1, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore Slim 5000 kèm cáp Lightning dài 10cm - B1250H11', 'https://shopee.vn/api/v2/item/get?itemid=2263112666&shopid=16461019', 52700000000, 52700000000, 85000000000, 85000000000, 37, 'VND'
SUCCESS: 'Máy hút bụi mini cầm tay Eufy HomeVac H11 Pure - T2520', 'https://shopee.vn/api/v2/item/get?itemid=3833207845&shopid=16461019', 140000000000, 140000000000, NULL, NULL, 269, 'VND'
SUCCESS: 'Ốp lưng ANKER Karapax Rise cho iPhone 7 Plus / 8 Plus - A9024', 'https://shopee.vn/api/v2/item/get?itemid=1717285412&shopid=16461019', 35000000000, 35000000000, NULL, NULL, 20, 'VND'
SUCCESS: 'Ốp lưng iPhone 7Plus 8 Plus ANKER SlimShell - A7051', 'https://shopee.vn/api/v2/item/get?itemid=398990003&shopid=16461019', 16500000000, 16500000000, 33000000000, 33000000000, 1, 'VND'
SUCCESS: 'Tai nghe bluetooth SoundCore Liberty Neo (by ANKER) True Wireless Sport - A3906', 'https://shopee.vn/api/v2/item/get?itemid=2122585681&shopid=16461019', 147400000000, 147400000000, 220000000000, 220000000000, 78, 'VND'
SUCCESS: 'Bộ 4 đèn EUFY Lumi Plug-in, 0.4W - T1303', 'https://shopee.vn/api/v2/item/get?itemid=3333181636&shopid=16461019', 36000000000, 36000000000, NULL, NULL, 172, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Breeze iPhone 7/ 8 - A9014', 'https://shopee.vn/api/v2/item/get?itemid=1719658086&shopid=16461019', 15000000000, 15000000000, 30000000000, 30000000000, 45, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore Slim 10000mAh - A1229', 'https://shopee.vn/api/v2/item/get?itemid=3412812169&shopid=16461019', 80000000000, 80000000000, NULL, NULL, 153, 'VND'
SUCCESS: 'Tai nghe bluetooth ANKER SoundBuds Surge - A3236', 'https://shopee.vn/api/v2/item/get?itemid=1714402138&shopid=16461019', 57000000000, 57000000000, 85000000000, 85000000000, 78, 'VND'
SUCCESS: 'Túi đựng loa ANKER SoundCore Official Travel Case - A3502', 'https://shopee.vn/api/v2/item/get?itemid=1820248773&shopid=16461019', 22000000000, 22000000000, NULL, NULL, 142, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Ice iPhone 7/ 8 - A9008', 'https://shopee.vn/api/v2/item/get?itemid=1717064030&shopid=16461019', 33000000000, 33000000000, NULL, NULL, 10, 'VND'
SUCCESS: 'Sạc dự phòng không dây ANKER PowerCore III 10000mAh - A1617', 'https://shopee.vn/api/v2/item/get?itemid=3574354651&shopid=16461019', 130000000000, 130000000000, NULL, NULL, 100, 'VND'
SUCCESS: 'Tai nghe bluetooth ANKER SoundBuds Life - A3270', 'https://shopee.vn/api/v2/item/get?itemid=1719483849&shopid=16461019', 93800000000, 93800000000, 140000000000, 140000000000, 67, 'VND'
SUCCESS: 'Tai nghe bluetooth SoundCore Liberty (by ANKER) - A3912', 'https://shopee.vn/api/v2/item/get?itemid=2619382511&shopid=16461019', 147400000000, 147400000000, 220000000000, 220000000000, 85, 'VND'
SUCCESS: 'Loa bluetooth cao cấp SOUNDCORE Zero (by Anker) - Z5180', 'https://shopee.vn/api/v2/item/get?itemid=2168712194&shopid=16461019', 310000000000, 310000000000, 500000000000, 500000000000, 75, 'VND'
SUCCESS: 'Loa bluetooth SoundCore Flare 12W (by ANKER) - A3161', 'https://shopee.vn/api/v2/item/get?itemid=1714313651&shopid=16461019', 120600000000, 120600000000, 180000000000, 180000000000, 189, 'VND'
SUCCESS: 'Ốp Lưng ANKER KARAPAX Ice iPhone 7 Plus/ 8 Plus - A9009', 'https://shopee.vn/api/v2/item/get?itemid=1717084498&shopid=16461019', 16500000000, 16500000000, 33000000000, 33000000000, 12, 'VND'
SUCCESS: 'Loa bluetooth SOUNDCORE Flare 2 20W (by Anker) - A3165', 'https://shopee.vn/api/v2/item/get?itemid=3933078676&shopid=16461019', 210000000000, 210000000000, NULL, NULL, 86, 'VND'
SUCCESS: 'Tai nghe ANKER Bluetooth SoundBuds Sport NB10 - A3260', 'https://shopee.vn/api/v2/item/get?itemid=214578402&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 245, 'VND'
SUCCESS: 'Loa bluetooth ANKER SoundCore Sport XL - A3181', 'https://shopee.vn/api/v2/item/get?itemid=214570586&shopid=16461019', 111600000000, 111600000000, 180000000000, 180000000000, 158, 'VND'
SUCCESS: 'Loa bluetooth SoundCore Icon Mini 3W (by ANKER) - A3121', 'https://shopee.vn/api/v2/item/get?itemid=2615594661&shopid=16461019', 75000000000, 75000000000, NULL, NULL, 201, 'VND'
SUCCESS: 'Pin sạc dự phòng ANKER PowerCore II Slim 10000mAh - A1261', 'https://shopee.vn/api/v2/item/get?itemid=571752299&shopid=16461019', 100000000000, 100000000000, NULL, NULL, 45, 'VND'
SUCCESS: 'Ốp Lưng ANKER Karapax Rise cho iPhone X - A9025', 'https://shopee.vn/api/v2/item/get?itemid=1717359635&shopid=16461019', 17500000000, 17500000000, 35000000000, 35000000000, 33, 'VND'
SUCCESS: 'Ốp lưng KARAPAX Silk cho iPhone 7/8 (by ANKER) - A9026', 'https://shopee.vn/api/v2/item/get?itemid=1717410972&shopid=16461019', 20000000000, 20000000000, 40000000000, 40000000000, 39, 'VND'
